Player,Tm,Age,Pos,G,GS,Cmp,Pass_Att,Pass_Yds,Pass_TD,Int,4QC,GWD,Rush_Att,Rush_Yds,Rush_TD,Tgt,Rec,Rec_Yds,Rec_TD,Fmb,Pro_Bowl
Logan Thomas,WAS,29,TE,16,15,1.0,1.0,28.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,110.0,72.0,670.0,6.0,0.0,False
Travis Kelce,KAN,31,TE,15,15,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,105.0,1416.0,11.0,1.0,True
Evan Engram,NYG,26,TE,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,1.0,109.0,63.0,654.0,1.0,1.0,True
Tommy Stevens,CAR,24,TE,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False
John Lovett,GNB,24,TE,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Trey Burton,IND,29,TE,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,47.0,28.0,250.0,3.0,0.0,False
George Kittle,SFO,27,TE,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,63.0,48.0,634.0,2.0,0.0,False
Jonnu Smith,TEN,25,TE,15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,65.0,41.0,448.0,8.0,0.0,False
Jordan Akins,HOU,28,TE,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,49.0,37.0,403.0,1.0,0.0,False
Blake Bell,DAL,29,TE,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.0,11.0,110.0,0.0,0.0,False
Gerald Everett,LAR,26,TE,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,62.0,41.0,417.0,1.0,1.0,False
Tyler Higbee,LAR,27,TE,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,44.0,521.0,5.0,0.0,False
T.J. Hockenson,DET,23,TE,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,67.0,723.0,6.0,1.0,True
Cole Kmet,CHI,21,TE,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,44.0,28.0,243.0,2.0,1.0,False
Trevon Wesco,NYJ,25,TE,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,False
Darren Waller,LVR,28,TE,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,107.0,1196.0,9.0,2.0,True
Dalton Schultz,DAL,24,TE,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,63.0,615.0,4.0,1.0,False
Noah Fant,DEN,23,TE,15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,62.0,673.0,3.0,0.0,False
Hunter Henry,LAC,26,TE,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,60.0,613.0,4.0,0.0,False
Mark Andrews,BAL,25,TE,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,58.0,701.0,7.0,2.0,False
Eric Ebron,PIT,27,TE,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,56.0,558.0,5.0,1.0,False
Hayden Hurst,ATL,27,TE,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,56.0,571.0,6.0,0.0,False
Mike Gesicki,MIA,25,TE,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,53.0,703.0,6.0,0.0,False
Robert Tonyan,GNB,26,TE,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,52.0,586.0,11.0,0.0,False
Jimmy Graham,CHI,34,TE,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,50.0,456.0,8.0,1.0,False
Dallas Goedert,PHI,25,TE,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,46.0,524.0,3.0,0.0,False
Austin Hooper,CLE,26,TE,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,46.0,435.0,4.0,0.0,False
Rob Gronkowski,TAM,31,TE,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,45.0,623.0,7.0,1.0,False
Drew Sample,CIN,24,TE,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,40.0,349.0,1.0,1.0,False
Anthony Firkser,TEN,25,TE,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,39.0,387.0,1.0,0.0,False
Jared Cook,NOR,33,TE,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,37.0,504.0,7.0,1.0,False
Tyler Eifert,JAX,30,TE,15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,36.0,349.0,2.0,0.0,False
Zach Ertz,PHI,30,TE,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,36.0,335.0,1.0,0.0,False
Mo Alie-Cox,IND,27,TE,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,394.0,2.0,1.0,False
Dan Arnold,ARI,25,TE,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,31.0,438.0,4.0,2.0,False
Chris Herndon,NYJ,24,TE,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,31.0,287.0,3.0,2.0,False
Irv Smith Jr.,MIN,22,TE,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,30.0,365.0,5.0,0.0,False
Cameron Brate,TAM,29,TE,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,282.0,2.0,0.0,False
James O'Shaughnessy,JAX,28,TE,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,28.0,262.0,0.0,0.0,False
Kyle Rudolph,MIN,31,TE,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,334.0,1.0,1.0,False
Jordan Reed,SFO,30,TE,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,231.0,4.0,0.0,False
Durham Smythe,MIA,25,TE,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,208.0,2.0,0.0,False
Jacob Hollister,SEA,27,TE,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,209.0,3.0,0.0,False
Harrison Bryant,CLE,22,TE,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,238.0,3.0,2.0,False
Will Dissly,SEA,24,TE,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,24.0,251.0,2.0,0.0,False
Dawson Knox,BUF,24,TE,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,24.0,288.0,3.0,2.0,False
Greg Olsen,SEA,35,TE,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,239.0,1.0,0.0,False
Richard Rodgers,PHI,28,TE,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0,345.0,2.0,0.0,False
Jack Doyle,IND,30,TE,14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,251.0,3.0,1.0,False
Darren Fells,HOU,34,TE,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,312.0,4.0,0.0,False
Ian Thomas,CAR,24,TE,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,145.0,1.0,1.0,False
Tyler Conklin,MIN,25,TE,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,194.0,1.0,1.0,False
Ross Dwelley,SFO,25,TE,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,245.0,1.0,0.0,False
David Njoku,CLE,24,TE,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,213.0,2.0,0.0,False
Kaden Smith,NYG,23,TE,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,112.0,0.0,1.0,False
Vance McDonald,PIT,30,TE,14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,99.0,0.0,0.0,False
Adam Trautman,NOR,23,TE,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,171.0,1.0,0.0,False
Nick Boyle,BAL,27,TE,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,113.0,2.0,0.0,False
Pharaoh Brown,HOU,26,TE,13,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,163.0,2.0,0.0,False
Jesse James,DET,26,TE,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,129.0,2.0,0.0,False
Nick Vannett,DEN,27,TE,15,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,95.0,1.0,0.0,False
Ryan Izzo,NWE,25,TE,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,199.0,0.0,1.0,False
Jason Witten,LVR,38,TE,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,69.0,2.0,0.0,False
Tyler Kroft,BUF,28,TE,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,119.0,3.0,0.0,False
Adam Shaheen,MIA,26,TE,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,150.0,3.0,0.0,False
Jace Sternberger,GNB,24,TE,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,114.0,1.0,0.0,False
O.J. Howard,TAM,26,TE,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,146.0,2.0,0.0,False
Albert Okwuegbunam,DEN,22,TE,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,121.0,1.0,0.0,False
Marcedes Lewis,GNB,36,TE,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,107.0,3.0,0.0,False
Donald Parham,LAC,23,TE,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,159.0,3.0,0.0,False
Ryan Griffin,NYJ,30,TE,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,86.0,0.0,0.0,False
Stephen Anderson,LAC,27,TE,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,106.0,0.0,0.0,False
Darrell Daniels,ARI,26,TE,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,92.0,1.0,0.0,False
Troy Fumagalli,DEN,25,TE,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,80.0,1.0,0.0,False
Josh Hill,NOR,30,TE,14,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,46.0,1.0,1.0,False
C.J. Uzomah,CIN,27,TE,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,87.0,1.0,0.0,False
Maxx Williams,ARI,26,TE,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,102.0,1.0,0.0,False
Demetrius Harris,CHI,29,TE,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,45.0,0.0,0.0,False
Foster Moreau,LVR,23,TE,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,140.0,2.0,0.0,False
Luke Stocker,ATL,32,TE,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,63.0,0.0,0.0,False
Deon Yelder,KAN,25,TE,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,36.0,0.0,0.0,False
Nick Keizer,KAN,25,TE,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,63.0,0.0,1.0,False
Chris Manhertz,CAR,28,TE,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,52.0,0.0,0.0,False
Cethan Carter,CIN,25,TE,15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,53.0,0.0,0.0,False
MyCole Pruitt,TEN,28,TE,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,49.0,2.0,0.0,False
Levine Toilolo,NYG,29,TE,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,46.0,0.0,0.0,False
Juwan Johnson,NOR,24,TE,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,39.0,0.0,0.0,False
Johnny Mundt,LAR,26,TE,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,53.0,0.0,0.0,False
Lee Smith,BUF,33,TE,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,2.0,0.0,False
Jaeden Graham,ATL,25,TE,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,25.0,0.0,0.0,False
Virgil Green,LAC,32,TE,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50.0,1.0,0.0,False
Tanner Hudson,TAM,26,TE,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,41.0,0.0,0.0,False
Dalton Keene,NWE,21,TE,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,16.0,0.0,1.0,False
Eric Saubert,JAX,26,TE,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,16.0,0.0,0.0,False
Kahale Warring,HOU,23,TE,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,35.0,0.0,0.0,False
Charlie Woerner,SFO,23,TE,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,36.0,0.0,0.0,False
Devin Asiasi,NWE,23,TE,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,39.0,1.0,0.0,False
Daniel Brown,NYJ,28,TE,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,31.0,0.0,0.0,False
Jake Butt,DEN,25,TE,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,False
Dominique Dafney,GNB,23,TE,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,1.0,0.0,False
Colby Parkinson,SEA,21,TE,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,False
Marcus Baugh,WAS,26,TE,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,False
Hunter Bryant,DET,22,TE,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,44.0,0.0,0.0,False
Stephen Carlson,CLE,24,TE,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,False
Derek Carrier,LVR,30,TE,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,False
Jason Croom,PHI,26,TE,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,False
Josiah Deguara,GNB,23,TE,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,False
Brandon Dillon,MIN,23,TE,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,False
Ben Ellefson,JAX,24,TE,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,0.0,0.0,False
Temarrick Hemingway,WAS,27,TE,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,False
Blake Jarwin,DAL,26,TE,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,False
Isaac Nauta,DET,23,TE,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,False
Jeremy Sprinkle,WAS,26,TE,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,False
Jordan Thomas,2TM,24,TE,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,False
Colin Thompson,CAR,27,TE,15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,False
Luke Willson,2TM,30,TE,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,False
